Country,CountryCode,Lat,Long,Density,Population,Date,Count,DensityGroup
Czechia,C17,49.8175,15.473,139,10705012,2020-05-02,7755,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-03,7781,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-04,7819,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-05,7896,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-06,7974,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-07,8031,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-08,8077,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-09,8095,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-10,8123,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-11,8176,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-12,8221,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-13,8269,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-14,8351,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-15,8406,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-16,8455,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-17,8475,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-18,8586,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-19,8647,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-20,8721,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-21,8754,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-22,8813,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-23,8890,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-24,8955,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-25,9002,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-26,9050,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-27,9086,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-28,9140,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-29,9196,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-30,9230,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-05-31,9268,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-01,9302,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-02,9364,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-03,9438,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-04,9494,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-05,9529,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-06,9567,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-07,9628,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-08,9697,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-09,9751,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-10,9824,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-11,9855,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-12,9938,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-13,9991,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-14,10024,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-15,10064,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-16,10111,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-17,10162,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-18,10280,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-19,10406,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-20,10448,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-21,10498,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-22,10523,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-23,10650,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-24,10777,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-25,10870,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-26,11038,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-27,11298,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-28,11603,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-29,11805,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-06-30,11954,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-07-01,12046,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-07-02,12178,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-07-03,12319,>100<=500
Czechia,C17,49.8175,15.473,139,10705012,2020-07-04,12440,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-22,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-23,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-24,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-25,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-26,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-27,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-28,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-29,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-30,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-01-31,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-01,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-02,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-03,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-04,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-05,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-06,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-07,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-08,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-09,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-10,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-11,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-12,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-13,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-14,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-15,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-16,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-17,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-18,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-19,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-20,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-21,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-22,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-23,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-24,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-25,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-26,0,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-27,1,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-28,1,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-02-29,3,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-01,4,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-02,4,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-03,6,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-04,11,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-05,11,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-06,24,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-07,24,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-08,37,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-09,92,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-10,264,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-11,444,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-12,617,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-13,804,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-14,836,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-15,875,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-16,933,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-17,1025,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-18,1116,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-19,1225,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-20,1337,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-21,1420,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-22,1514,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-23,1572,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-24,1718,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-25,1862,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-26,2023,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-27,2200,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-28,2366,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-29,2564,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-30,2755,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-03-31,3039,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-01,3290,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-02,3573,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-03,3946,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-04,4269,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-05,4561,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-06,4875,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-07,5266,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-08,5597,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-09,5830,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-10,6014,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-11,6191,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-12,6369,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-13,6513,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-14,6706,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-15,6876,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-16,7074,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-17,7268,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-18,7437,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-19,7580,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-20,7711,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-21,7891,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-22,8108,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-23,8271,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-24,8408,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-25,8643,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-26,8773,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-27,8896,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-28,9049,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-29,9206,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-04-30,9356,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-01,9509,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-02,9605,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-03,9721,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-04,9868,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-05,10019,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-06,10136,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-07,10281,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-08,10416,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-09,10517,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-10,10627,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-11,10711,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-12,10789,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-13,10865,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-14,10911,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-15,10989,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-16,11056,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-17,11125,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-18,11166,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-19,11242,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-20,11315,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-21,11380,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-22,11428,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-23,11487,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-24,11559,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-25,11586,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-26,11627,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-27,11680,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-28,11712,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-29,11793,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-30,11833,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-05-31,11869,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-01,11899,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-02,11934,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-03,11971,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-04,12011,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-05,12075,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-06,12124,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-07,12148,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-08,12162,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-09,12201,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-10,12216,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-11,12235,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-12,12299,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-13,12339,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-14,12393,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-15,12417,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-16,12450,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-17,12494,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-18,12544,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-19,12591,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-20,12591,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-21,12591,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-22,12727,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-23,12761,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-24,12815,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-25,12836,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-26,12875,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-27,12875,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-28,12875,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-29,12951,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-06-30,12968,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-07-01,12994,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-07-02,13015,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-07-03,13032,>100<=500
Denmark,D01,61.8926,-6.9118,137,5788108,2020-07-04,13032,>100<=500
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-22,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-23,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-24,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-25,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-26,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-27,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-28,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-29,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-30,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-01-31,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-01,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-02,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-03,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-04,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-05,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-06,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-07,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-08,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-09,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-10,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-11,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-12,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-13,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-14,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-15,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-16,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-17,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-18,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-19,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-20,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-21,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-22,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-23,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-24,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-25,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-26,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-27,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-28,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-02-29,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-01,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-02,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-03,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-04,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-05,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-06,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-07,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-08,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-09,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-10,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-11,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-12,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-13,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-14,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-15,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-16,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-17,0,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-18,1,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-19,1,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-20,1,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-21,1,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-22,1,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-23,3,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-24,3,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-25,11,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-26,11,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-27,12,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-28,14,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-29,18,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-30,18,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-03-31,30,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-01,33,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-02,40,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-03,49,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-04,50,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-05,59,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-06,90,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-07,90,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-08,135,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-09,135,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-10,150,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-11,187,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-12,214,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-13,298,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-14,363,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-15,435,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-16,591,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-17,732,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-18,732,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-19,846,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-20,846,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-21,945,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-22,974,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-23,986,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-24,999,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-25,1008,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-26,1023,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-27,1035,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-28,1072,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-29,1077,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-04-30,1089,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-01,1097,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-02,1112,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-03,1112,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-04,1116,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-05,1120,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-06,1124,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-07,1133,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-08,1135,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-09,1189,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-10,1210,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-11,1227,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-12,1256,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-13,1268,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-14,1284,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-15,1309,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-16,1331,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-17,1401,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-18,1518,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-19,1618,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-20,1828,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-21,2047,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-22,2270,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-23,2270,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-24,2270,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-25,2468,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-26,2468,<=100
Djibouti,D02,11.8251,42.5903,43,985027,2020-05-27,2697,<=100
