Country,CountryCode,Lat,Long,Density,Population,Date,Count
Sierra Leone,S10,8.460555,-11.779889,111,7942879,14/04/2020,11
Singapore,S11,1.2833,103.8333,8358,5840996,14/04/2020,3252
Slovakia,S12,48.669,19.699,114,5459116,14/04/2020,835
Slovenia,S13,46.1512,14.9955,103,2078881,14/04/2020,1220
Somalia,S14,5.1521,46.1996,25,15798020,14/04/2020,60
South Africa,S15,-30.5595,22.9375,49,59154802,14/04/2020,2415
South Sudan,S17,6.877,31.307,18,11166783,14/04/2020,4
Spain,S18,40,-4,94,46751175,14/04/2020,172541
Sri Lanka,S19,7,81,341,21395196,14/04/2020,233
Sudan,S20,12.8628,30.2176,25,43632213,14/04/2020,32
Suriname,S21,3.9193,-56.0278,4,585561,14/04/2020,10
Sweden,S22,63,16,25,10086531,14/04/2020,11445
Switzerland,S23,46.8182,8.2275,219,8641786,14/04/2020,25936
Syria,S24,34.802075,38.996815,95,17410293,14/04/2020,29
Taiwan,T01,23.7,121,673,23808164,14/04/2020,393
Tajikistan,T02,38.861034,71.276093,68,9492342,14/04/2020,0
Tanzania,T03,-6.369,34.8888,67,59368313,14/04/2020,53
Thailand,T04,15,101,137,69764925,14/04/2020,2613
Timor-Leste,T05,-8.874217,125.727539,89,1313184,14/04/2020,6
Togo,T06,8.6195,0.8248,152,8237580,14/04/2020,77
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,14/04/2020,113
Tunisia,T08,34,9,76,11793319,14/04/2020,747
Turkey,T09,38.9637,35.2433,110,84153250,14/04/2020,65111
Uganda,U01,1,32,229,45427637,14/04/2020,55
Ukraine,U02,48.3794,31.1656,75,43785122,14/04/2020,3372
United Arab Emirates,U03,24,54,118,9865845,14/04/2020,4933
United Kingdom,U04,32.3078,-64.7505,281,67814098,14/04/2020,102365
Uruguay,U05,-32.5228,-55.7658,20,3471314,14/04/2020,492
US,U06,37.0902,-95.7129,36,330610570,14/04/2020,608878
Uzbekistan,U07,41.3775,64.5853,79,33368859,14/04/2020,1165
Venezuela,V01,6.4238,-66.5897,32,28451828,14/04/2020,189
Vietnam,V02,16,108,314,97160127,14/04/2020,266
Western Sahara,W01,24.2155,-12.8858,2,594215,14/04/2020,6
Yemen,Y01,15.552727,48.516388,56,29687214,14/04/2020,1
Zambia,Z01,-15.4167,28.2833,25,18273379,14/04/2020,45
Zimbabwe,Z02,-20,30,38,14818157,14/04/2020,17
South Korea,S16,36,128,527,51260395,14/04/2020,10564
Grand,,,,,,14/04/2020,1983471
Afghanistan,A01,33,65,60,38742911,15/04/2020,784
Albania,A02,41.1533,20.1683,105,2878420,15/04/2020,494
Algeria,A03,28.0339,1.6596,18,43685618,15/04/2020,2160
Andorra,A04,42.5063,1.5218,164,77240,15/04/2020,673
Angola,A05,-11.2027,17.8739,26,32644783,15/04/2020,19
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,15/04/2020,23
Argentina,A07,-38.4161,-63.6167,17,45111229,15/04/2020,2443
Armenia,A08,40.0691,45.0382,104,2962137,15/04/2020,1111
Australia,A09,-35.4735,149.0124,3,25439164,15/04/2020,6440
Austria,A10,47.5162,14.5501,109,8996022,15/04/2020,14336
Azerbaijan,A11,40.1431,47.5769,123,10120555,15/04/2020,1253
Bahamas,B01,25.0343,-77.3963,39,392477,15/04/2020,49
Bahrain,B02,26.0275,50.55,2239,1688629,15/04/2020,1671
Bangladesh,B03,23.685,90.3563,1265,164354176,15/04/2020,1231
Barbados,B04,13.1939,-59.5432,668,287305,15/04/2020,73
Belarus,B05,53.7098,27.9534,47,9449940,15/04/2020,3728
Belgium,B06,50.8333,4,383,11579477,15/04/2020,33573
Belize,B07,13.1939,-59.5432,17,396120,15/04/2020,18
Benin,B08,9.3077,2.3158,108,12055347,15/04/2020,35
Bhutan,B09,27.5142,90.4336,20,769867,15/04/2020,5
Bolivia,B10,-16.2902,-63.5887,11,11640159,15/04/2020,397
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,15/04/2020,1110
Botswana,B12,-22.3285,24.6849,4,2341649,15/04/2020,13
Brazil,B13,-14.235,-51.9253,25,212253150,15/04/2020,28320
Brunei,B14,4.5353,114.7277,83,436624,15/04/2020,136
Bulgaria,B15,42.7339,25.4858,64,6958627,15/04/2020,747
Burkina Faso,B16,12.2383,-1.5616,76,20780371,15/04/2020,542
Burundi,B17,-3.3731,29.9189,463,11814346,15/04/2020,5
Cabo Verde,C01,16.5388,-23.0418,138,554750,15/04/2020,56
Cambodia,C02,11.55,104.9167,95,16671185,15/04/2020,122
Cameroon,C03,3.848,11.5021,56,26405174,15/04/2020,848
Canada,C04,53.9333,-116.5765,4,37674770,15/04/2020,28209
Central African Republic,C05,6.6111,20.9394,8,4812256,15/04/2020,12
Chad,C06,15.4542,18.7322,13,16324440,15/04/2020,23
Chile,C07,-35.6751,-71.543,26,19082804,15/04/2020,8273
China,C08,31.8257,117.2264,153,1438207241,15/04/2020,83356
Colombia,C09,4.5709,-74.2973,46,50771878,15/04/2020,3105
Comoros,C10,-11.6455,43.3333,467,865696,15/04/2020,0
Costa Rica,C12,9.7489,-83.7534,100,5084636,15/04/2020,626
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,15/04/2020,638
Croatia,C14,45.1,15.2,73,4110214,15/04/2020,1741
Cuba,C15,22,-80,106,11327988,15/04/2020,814
Cyprus,C16,35.1264,33.4299,131,1205577,15/04/2020,715
Czechia,C17,49.8175,15.473,139,10705012,15/04/2020,6216
Denmark,D01,61.8926,-6.9118,137,5788108,15/04/2020,6876
Djibouti,D02,11.8251,42.5903,43,985027,15/04/2020,435
Dominica,D03,15.415,-61.371,96,71950,15/04/2020,16
Dominican Republic,D04,18.7357,-70.1627,225,10825682,15/04/2020,3614
Ecuador,E01,-1.8312,-78.1834,71,17587526,15/04/2020,7858
Egypt,E02,26,30,103,101930276,15/04/2020,2505
El Salvador,E03,13.7942,-88.8965,313,6479609,15/04/2020,159
Equatorial Guinea,E04,1.5,10,50,1392950,15/04/2020,51
Eritrea,E05,15.1794,39.7823,35,3536285,15/04/2020,35
Estonia,E06,58.5953,25.0136,31,1326357,15/04/2020,1400
Eswatini,E07,-26.5225,31.4659,67,1157707,15/04/2020,15
Ethiopia,E08,9.145,40.4897,115,114357494,15/04/2020,85
Fiji,F01,-17.7134,178.065,49,895128,15/04/2020,16
Finland,F02,64,26,18,5539002,15/04/2020,3237
France,F03,3.9339,-53.1258,119,65244628,15/04/2020,133585
Gabon,G01,-0.8037,11.6094,9,2214593,15/04/2020,80
Gambia,G02,13.4432,-15.3101,239,2402083,15/04/2020,9
Georgia,G03,42.3154,43.3569,57,3990681,15/04/2020,306
Germany,G04,51,9,240,83730223,15/04/2020,134753
Ghana,G05,7.9465,-1.0232,137,30936375,15/04/2020,636
Greece,G06,39.0742,21.8243,81,10433037,15/04/2020,2192
Grenada,G07,12.1165,-61.679,331,112418,15/04/2020,14
Guatemala,G08,15.7835,-90.2308,167,17846248,15/04/2020,180
Guinea,G09,9.9456,-9.6966,53,13056478,15/04/2020,404
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,15/04/2020,43
Guyana,G11,5,-58.75,4,785788,15/04/2020,55
Haiti,H01,18.9712,-72.2852,414,11373955,15/04/2020,41
Holy See,H02,41.9029,12.4534,2003,801,15/04/2020,8
Honduras,H03,15.2,-86.2419,89,9871892,15/04/2020,419
Hungary,H04,47.1625,19.5033,107,9665192,15/04/2020,1579
Iceland,I01,64.9631,-19.0208,3,340795,15/04/2020,1727
India,I02,21,78,464,1377233523,15/04/2020,12322
Indonesia,I03,-0.7893,113.9213,151,272931713,15/04/2020,5136
Iran,I04,32,53,52,83771587,15/04/2020,76389
Iraq,I05,33,44,93,40031626,15/04/2020,1415
Ireland,I06,53.1424,-7.6921,72,4926480,15/04/2020,12547
Israel,I07,31,35,400,8627444,15/04/2020,12501
Italy,I08,43,12,206,60479424,15/04/2020,165155
Jamaica,J01,18.1096,-77.2975,273,2958567,15/04/2020,125
Japan,J02,36,138,347,126552765,15/04/2020,8100
Jordan,J03,31.24,36.51,115,10182442,15/04/2020,401
Kazakhstan,K01,48.0196,66.9237,7,18730568,15/04/2020,1295
Kenya,K02,-0.0236,37.9062,94,53521116,15/04/2020,225
Kosovo,K03,42.602636,20.902977,159,1845000,15/04/2020,387
Kuwait,K04,29.5,47.75,240,4257495,15/04/2020,1405
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,15/04/2020,449
Laos,L01,19.85627,102.495496,32,7253719,15/04/2020,19
Latvia,L02,56.8796,24.6032,30,1890218,15/04/2020,666
Lebanon,L03,33.8547,35.8623,667,6831445,15/04/2020,658
Lesotho,L04,-29.609988,28.233608,71,2138799,15/04/2020,0
Liberia,L05,6.4281,-9.4295,53,5032469,15/04/2020,59
Libya,L06,26.3351,17.228331,4,6852010,15/04/2020,48
Liechtenstein,L07,47.14,9.55,238,38106,15/04/2020,79
Lithuania,L08,55.1694,23.8813,43,2729553,15/04/2020,1091
Luxembourg,L09,49.8153,6.1296,242,623861,15/04/2020,3373
Madagascar,M01,-18.7669,46.8691,48,27539106,15/04/2020,110
Malawi,M02,-13.254308,34.301525,203,19024426,15/04/2020,16
Malaysia,M03,2.5,112.5,99,32280610,15/04/2020,5072
Maldives,M04,3.2028,73.2207,1802,538558,15/04/2020,22
Mali,M05,17.570692,-3.996166,17,20125282,15/04/2020,148
Malta,M06,35.9375,14.3754,1380,441308,15/04/2020,399
Mauritania,M07,21.0079,10.9408,5,4623535,15/04/2020,7
Mauritius,M08,-20.2,57.5,626,1271347,15/04/2020,324
Mexico,M09,23.6345,-102.5528,66,128655589,15/04/2020,5847
Moldova,M10,47.4116,28.3699,123,4035814,15/04/2020,2049
Monaco,M11,43.7333,7.4167,26337,39186,15/04/2020,93
Mongolia,M12,46.8625,103.8467,2,3267320,15/04/2020,30
Montenegro,M13,42.5,19.3,47,628050,15/04/2020,288
Morocco,M14,31.7917,-7.0926,83,36820713,15/04/2020,2024
Mozambique,M15,-18.665695,35.529562,40,31067362,15/04/2020,29
Namibia,N01,-22.9576,18.4904,3,2531290,15/04/2020,16
Nepal,N02,28.1667,84.25,203,29027347,15/04/2020,16
Netherlands,N03,12.5186,-70.0358,508,17127290,15/04/2020,28316
New Zealand,N04,-40.9006,174.886,18,4814272,15/04/2020,1386
Nicaragua,N05,12.8654,-85.2072,55,6608366,15/04/2020,9
Niger,N06,17.6078,8.0817,19,24014064,15/04/2020,584
Nigeria,N07,9.082,8.6753,226,205052107,15/04/2020,407
North Macedonia,N08,41.6086,21.7453,83,2083391,15/04/2020,974
Norway,N09,60.472,8.4689,15,5412632,15/04/2020,6740
Oman,O01,21,57,16,5078933,15/04/2020,910
Pakistan,P01,30.3753,69.3451,287,219992900,15/04/2020,6919
Panama,P02,8.538,-80.7821,58,4300667,15/04/2020,3574
Papua New Guinea,P03,-6.315,143.9555,20,8911530,15/04/2020,2
Paraguay,P04,-23.4425,-58.4438,18,7114524,15/04/2020,161
Peru,P05,-9.19,-75.0152,26,32876986,15/04/2020,11475
Philippines,P06,13,122,368,109280343,15/04/2020,5453
Poland,P07,51.9194,19.1451,124,37854825,15/04/2020,7582
Portugal,P08,39.3999,-8.2245,111,10202571,15/04/2020,18091
Qatar,Q01,25.3548,51.1839,248,2870922,15/04/2020,3711
Romania,R01,45.9432,24.9668,84,19262731,15/04/2020,7216
Russia,R02,60,90,9,145922010,15/04/2020,24490
Rwanda,R03,-1.9403,29.8739,525,12883878,15/04/2020,136
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,15/04/2020,14
Saint Lucia,S02,13.9094,-60.9789,301,183458,15/04/2020,15
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,15/04/2020,12
San Marino,S04,43.9424,12.4578,566,33917,15/04/2020,372
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,15/04/2020,4
Saudi Arabia,S06,24,45,16,34701377,15/04/2020,5862
Senegal,S07,14.4974,-14.4524,87,16649599,15/04/2020,314
Serbia,S08,44.0165,21.0059,100,8744288,15/04/2020,4873
Seychelles,S09,-4.6796,55.492,214,98224,15/04/2020,11
Sierra Leone,S10,8.460555,-11.779889,111,7942879,15/04/2020,13
Singapore,S11,1.2833,103.8333,8358,5840996,15/04/2020,3699
Slovakia,S12,48.669,19.699,114,5459116,15/04/2020,863
Slovenia,S13,46.1512,14.9955,103,2078881,15/04/2020,1248
Somalia,S14,5.1521,46.1996,25,15798020,15/04/2020,80
South Africa,S15,-30.5595,22.9375,49,59154802,15/04/2020,2506
South Sudan,S17,6.877,31.307,18,11166783,15/04/2020,4
Spain,S18,40,-4,94,46751175,15/04/2020,177644
Sri Lanka,S19,7,81,341,21395196,15/04/2020,238
Sudan,S20,12.8628,30.2176,25,43632213,15/04/2020,32
Suriname,S21,3.9193,-56.0278,4,585561,15/04/2020,10
Sweden,S22,63,16,25,10086531,15/04/2020,11927
Switzerland,S23,46.8182,8.2275,219,8641786,15/04/2020,26336
Syria,S24,34.802075,38.996815,95,17410293,15/04/2020,33
Taiwan,T01,23.7,121,673,23808164,15/04/2020,395
Tajikistan,T02,38.861034,71.276093,68,9492342,15/04/2020,0
Tanzania,T03,-6.369,34.8888,67,59368313,15/04/2020,88
Thailand,T04,15,101,137,69764925,15/04/2020,2643
Timor-Leste,T05,-8.874217,125.727539,89,1313184,15/04/2020,8
Togo,T06,8.6195,0.8248,152,8237580,15/04/2020,81
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,15/04/2020,114
Tunisia,T08,34,9,76,11793319,15/04/2020,780
Turkey,T09,38.9637,35.2433,110,84153250,15/04/2020,69392
Uganda,U01,1,32,229,45427637,15/04/2020,55
Ukraine,U02,48.3794,31.1656,75,43785122,15/04/2020,3764
United Arab Emirates,U03,24,54,118,9865845,15/04/2020,5365
United Kingdom,U04,32.3078,-64.7505,281,67814098,15/04/2020,107465
Uruguay,U05,-32.5228,-55.7658,20,3471314,15/04/2020,493
US,U06,37.0902,-95.7129,36,330610570,15/04/2020,637974
Uzbekistan,U07,41.3775,64.5853,79,33368859,15/04/2020,1302
Venezuela,V01,6.4238,-66.5897,32,28451828,15/04/2020,197
Vietnam,V02,16,108,314,97160127,15/04/2020,267
Western Sahara,W01,24.2155,-12.8858,2,594215,15/04/2020,6
Yemen,Y01,15.552727,48.516388,56,29687214,15/04/2020,1
Zambia,Z01,-15.4167,28.2833,25,18273379,15/04/2020,48
Zimbabwe,Z02,-20,30,38,14818157,15/04/2020,23
South Korea,S16,36,128,527,51260395,15/04/2020,10591
Grand,,,,,,15/04/2020,2064109
Afghanistan,A01,33,65,60,38742911,16/04/2020,840
Albania,A02,41.1533,20.1683,105,2878420,16/04/2020,518
Algeria,A03,28.0339,1.6596,18,43685618,16/04/2020,2268
Andorra,A04,42.5063,1.5218,164,77240,16/04/2020,673
Angola,A05,-11.2027,17.8739,26,32644783,16/04/2020,19
Antigua and Barbuda,A06,17.0608,-61.7964,223,97764,16/04/2020,23
Argentina,A07,-38.4161,-63.6167,17,45111229,16/04/2020,2571
Armenia,A08,40.0691,45.0382,104,2962137,16/04/2020,1159
Australia,A09,-35.4735,149.0124,3,25439164,16/04/2020,6462
Austria,A10,47.5162,14.5501,109,8996022,16/04/2020,14476
Azerbaijan,A11,40.1431,47.5769,123,10120555,16/04/2020,1283
Bahamas,B01,25.0343,-77.3963,39,392477,16/04/2020,53
Bahrain,B02,26.0275,50.55,2239,1688629,16/04/2020,1700
Bangladesh,B03,23.685,90.3563,1265,164354176,16/04/2020,1572
Barbados,B04,13.1939,-59.5432,668,287305,16/04/2020,75
Belarus,B05,53.7098,27.9534,47,9449940,16/04/2020,4204
Belgium,B06,50.8333,4,383,11579477,16/04/2020,34809
Belize,B07,13.1939,-59.5432,17,396120,16/04/2020,18
Benin,B08,9.3077,2.3158,108,12055347,16/04/2020,35
Bhutan,B09,27.5142,90.4336,20,769867,16/04/2020,5
Bolivia,B10,-16.2902,-63.5887,11,11640159,16/04/2020,441
Bosnia and Herzegovina,B11,43.9159,17.6791,64,3284806,16/04/2020,1167
Botswana,B12,-22.3285,24.6849,4,2341649,16/04/2020,15
Brazil,B13,-14.235,-51.9253,25,212253150,16/04/2020,30425
Brunei,B14,4.5353,114.7277,83,436624,16/04/2020,136
Bulgaria,B15,42.7339,25.4858,64,6958627,16/04/2020,800
Burkina Faso,B16,12.2383,-1.5616,76,20780371,16/04/2020,546
Burundi,B17,-3.3731,29.9189,463,11814346,16/04/2020,5
Cabo Verde,C01,16.5388,-23.0418,138,554750,16/04/2020,56
Cambodia,C02,11.55,104.9167,95,16671185,16/04/2020,122
Cameroon,C03,3.848,11.5021,56,26405174,16/04/2020,996
Canada,C04,53.9333,-116.5765,4,37674770,16/04/2020,30809
Central African Republic,C05,6.6111,20.9394,8,4812256,16/04/2020,12
Chad,C06,15.4542,18.7322,13,16324440,16/04/2020,27
Chile,C07,-35.6751,-71.543,26,19082804,16/04/2020,8807
China,C08,31.8257,117.2264,153,1438207241,16/04/2020,83403
Colombia,C09,4.5709,-74.2973,46,50771878,16/04/2020,3233
Comoros,C10,-11.6455,43.3333,467,865696,16/04/2020,0
Costa Rica,C12,9.7489,-83.7534,100,5084636,16/04/2020,642
Cote d'Ivoire,C13,7.54,-5.5471,83,26239250,16/04/2020,654
Croatia,C14,45.1,15.2,73,4110214,16/04/2020,1791
Cuba,C15,22,-80,106,11327988,16/04/2020,862
Cyprus,C16,35.1264,33.4299,131,1205577,16/04/2020,735
Czechia,C17,49.8175,15.473,139,10705012,16/04/2020,6433
Denmark,D01,61.8926,-6.9118,137,5788108,16/04/2020,7074
Djibouti,D02,11.8251,42.5903,43,985027,16/04/2020,591
Dominica,D03,15.415,-61.371,96,71950,16/04/2020,16
Dominican Republic,D04,18.7357,-70.1627,225,10825682,16/04/2020,3755
Ecuador,E01,-1.8312,-78.1834,71,17587526,16/04/2020,8225
Egypt,E02,26,30,103,101930276,16/04/2020,2673
El Salvador,E03,13.7942,-88.8965,313,6479609,16/04/2020,164
Equatorial Guinea,E04,1.5,10,50,1392950,16/04/2020,51
Eritrea,E05,15.1794,39.7823,35,3536285,16/04/2020,35
Estonia,E06,58.5953,25.0136,31,1326357,16/04/2020,1434
Eswatini,E07,-26.5225,31.4659,67,1157707,16/04/2020,16
Ethiopia,E08,9.145,40.4897,115,114357494,16/04/2020,92
Fiji,F01,-17.7134,178.065,49,895128,16/04/2020,17
Finland,F02,64,26,18,5539002,16/04/2020,3369
France,F03,3.9339,-53.1258,119,65244628,16/04/2020,146075
Gabon,G01,-0.8037,11.6094,9,2214593,16/04/2020,80
Gambia,G02,13.4432,-15.3101,239,2402083,16/04/2020,9
Georgia,G03,42.3154,43.3569,57,3990681,16/04/2020,348
Germany,G04,51,9,240,83730223,16/04/2020,137698
Ghana,G05,7.9465,-1.0232,137,30936375,16/04/2020,641
Greece,G06,39.0742,21.8243,81,10433037,16/04/2020,2207
Grenada,G07,12.1165,-61.679,331,112418,16/04/2020,14
Guatemala,G08,15.7835,-90.2308,167,17846248,16/04/2020,196
Guinea,G09,9.9456,-9.6966,53,13056478,16/04/2020,438
Guinea-Bissau,G10,11.8037,-15.1804,70,1958132,16/04/2020,43
Guyana,G11,5,-58.75,4,785788,16/04/2020,55
Haiti,H01,18.9712,-72.2852,414,11373955,16/04/2020,41
Holy See,H02,41.9029,12.4534,2003,801,16/04/2020,8
Honduras,H03,15.2,-86.2419,89,9871892,16/04/2020,426
Hungary,H04,47.1625,19.5033,107,9665192,16/04/2020,1652
Iceland,I01,64.9631,-19.0208,3,340795,16/04/2020,1739
India,I02,21,78,464,1377233523,16/04/2020,13430
Indonesia,I03,-0.7893,113.9213,151,272931713,16/04/2020,5516
Iran,I04,32,53,52,83771587,16/04/2020,77995
Iraq,I05,33,44,93,40031626,16/04/2020,1434
Ireland,I06,53.1424,-7.6921,72,4926480,16/04/2020,13271
Israel,I07,31,35,400,8627444,16/04/2020,12758
Italy,I08,43,12,206,60479424,16/04/2020,168941
Jamaica,J01,18.1096,-77.2975,273,2958567,16/04/2020,143
Japan,J02,36,138,347,126552765,16/04/2020,8626
Jordan,J03,31.24,36.51,115,10182442,16/04/2020,402
Kazakhstan,K01,48.0196,66.9237,7,18730568,16/04/2020,1402
Kenya,K02,-0.0236,37.9062,94,53521116,16/04/2020,234
Kosovo,K03,42.602636,20.902977,159,1845000,16/04/2020,449
Kuwait,K04,29.5,47.75,240,4257495,16/04/2020,1524
Kyrgyzstan,K05,41.2044,74.7661,34,6501804,16/04/2020,466
Laos,L01,19.85627,102.495496,32,7253719,16/04/2020,19
Latvia,L02,56.8796,24.6032,30,1890218,16/04/2020,675
Lebanon,L03,33.8547,35.8623,667,6831445,16/04/2020,663
Lesotho,L04,-29.609988,28.233608,71,2138799,16/04/2020,0
Liberia,L05,6.4281,-9.4295,53,5032469,16/04/2020,59
Libya,L06,26.3351,17.228331,4,6852010,16/04/2020,49
Liechtenstein,L07,47.14,9.55,238,38106,16/04/2020,79
Lithuania,L08,55.1694,23.8813,43,2729553,16/04/2020,1128
Luxembourg,L09,49.8153,6.1296,242,623861,16/04/2020,3444
Madagascar,M01,-18.7669,46.8691,48,27539106,16/04/2020,111
Malawi,M02,-13.254308,34.301525,203,19024426,16/04/2020,16
Malaysia,M03,2.5,112.5,99,32280610,16/04/2020,5182
Maldives,M04,3.2028,73.2207,1802,538558,16/04/2020,25
Mali,M05,17.570692,-3.996166,17,20125282,16/04/2020,171
Malta,M06,35.9375,14.3754,1380,441308,16/04/2020,412
Mauritania,M07,21.0079,10.9408,5,4623535,16/04/2020,7
Mauritius,M08,-20.2,57.5,626,1271347,16/04/2020,324
Mexico,M09,23.6345,-102.5528,66,128655589,16/04/2020,6297
Moldova,M10,47.4116,28.3699,123,4035814,16/04/2020,2154
Monaco,M11,43.7333,7.4167,26337,39186,16/04/2020,93
Mongolia,M12,46.8625,103.8467,2,3267320,16/04/2020,31
Montenegro,M13,42.5,19.3,47,628050,16/04/2020,303
Morocco,M14,31.7917,-7.0926,83,36820713,16/04/2020,2283
Mozambique,M15,-18.665695,35.529562,40,31067362,16/04/2020,31
Namibia,N01,-22.9576,18.4904,3,2531290,16/04/2020,16
Nepal,N02,28.1667,84.25,203,29027347,16/04/2020,16
Netherlands,N03,12.5186,-70.0358,508,17127290,16/04/2020,29383
New Zealand,N04,-40.9006,174.886,18,4814272,16/04/2020,1401
Nicaragua,N05,12.8654,-85.2072,55,6608366,16/04/2020,9
Niger,N06,17.6078,8.0817,19,24014064,16/04/2020,584
Nigeria,N07,9.082,8.6753,226,205052107,16/04/2020,442
North Macedonia,N08,41.6086,21.7453,83,2083391,16/04/2020,1081
Norway,N09,60.472,8.4689,15,5412632,16/04/2020,6896
Oman,O01,21,57,16,5078933,16/04/2020,1019
Pakistan,P01,30.3753,69.3451,287,219992900,16/04/2020,7025
Panama,P02,8.538,-80.7821,58,4300667,16/04/2020,3751
Papua New Guinea,P03,-6.315,143.9555,20,8911530,16/04/2020,7
Paraguay,P04,-23.4425,-58.4438,18,7114524,16/04/2020,174
Peru,P05,-9.19,-75.0152,26,32876986,16/04/2020,12491
Philippines,P06,13,122,368,109280343,16/04/2020,5660
Poland,P07,51.9194,19.1451,124,37854825,16/04/2020,7918
Portugal,P08,39.3999,-8.2245,111,10202571,16/04/2020,18841
Qatar,Q01,25.3548,51.1839,248,2870922,16/04/2020,4103
Romania,R01,45.9432,24.9668,84,19262731,16/04/2020,7707
Russia,R02,60,90,9,145922010,16/04/2020,27938
Rwanda,R03,-1.9403,29.8739,525,12883878,16/04/2020,138
Saint Kitts and Nevis,S01,17.357822,-62.782998,205,53123,16/04/2020,14
Saint Lucia,S02,13.9094,-60.9789,301,183458,16/04/2020,15
Saint Vincent and the Grenadines,S03,12.9843,-61.2872,284,110869,16/04/2020,12
San Marino,S04,43.9424,12.4578,566,33917,16/04/2020,426
Sao Tome and Principe,S05,0.18636,6.613081,228,218308,16/04/2020,4
Saudi Arabia,S06,24,45,16,34701377,16/04/2020,6380
Senegal,S07,14.4974,-14.4524,87,16649599,16/04/2020,335
Serbia,S08,44.0165,21.0059,100,8744288,16/04/2020,5318
Seychelles,S09,-4.6796,55.492,214,98224,16/04/2020,11
Sierra Leone,S10,8.460555,-11.779889,111,7942879,16/04/2020,15
Singapore,S11,1.2833,103.8333,8358,5840996,16/04/2020,4427
Slovakia,S12,48.669,19.699,114,5459116,16/04/2020,977
Slovenia,S13,46.1512,14.9955,103,2078881,16/04/2020,1268
Somalia,S14,5.1521,46.1996,25,15798020,16/04/2020,80
South Africa,S15,-30.5595,22.9375,49,59154802,16/04/2020,2605
South Sudan,S17,6.877,31.307,18,11166783,16/04/2020,4
Spain,S18,40,-4,94,46751175,16/04/2020,184948
Sri Lanka,S19,7,81,341,21395196,16/04/2020,238
Sudan,S20,12.8628,30.2176,25,43632213,16/04/2020,32
Suriname,S21,3.9193,-56.0278,4,585561,16/04/2020,10
Sweden,S22,63,16,25,10086531,16/04/2020,12540
Switzerland,S23,46.8182,8.2275,219,8641786,16/04/2020,26732
Syria,S24,34.802075,38.996815,95,17410293,16/04/2020,33
Taiwan,T01,23.7,121,673,23808164,16/04/2020,395
Tajikistan,T02,38.861034,71.276093,68,9492342,16/04/2020,0
Tanzania,T03,-6.369,34.8888,67,59368313,16/04/2020,94
Thailand,T04,15,101,137,69764925,16/04/2020,2672
Timor-Leste,T05,-8.874217,125.727539,89,1313184,16/04/2020,18
Togo,T06,8.6195,0.8248,152,8237580,16/04/2020,81
Trinidad and Tobago,T07,10.6918,-61.2225,273,1398579,16/04/2020,114
Tunisia,T08,34,9,76,11793319,16/04/2020,822
Turkey,T09,38.9637,35.2433,110,84153250,16/04/2020,74193
Uganda,U01,1,32,229,45427637,16/04/2020,55
